,Unnamed: 0,Customer Name,Order Count,Discounts,Sales,Profit,Cluster,ClusterName
39,39,Joy Bell-,38,39.47368421052632,24008.18712,2867.92322,0,High Profit Buyers
40,40,Barry Franz,24,66.66666666666666,24079.87166,1115.67056,1,Bargain Hunters
41,41,Vivek Grady,27,37.03703703703704,23763.59116,4046.90616,0,High Profit Buyers
42,42,Greg Tran,34,55.88235294117647,35550.95428,5214.13118,0,High Profit Buyers
43,43,Zuschuss Carroll,37,67.56756756756756,28479.99226,436.9362599999999,3,Frugal Frequent Buyers
44,44,Sanjit Chand,34,50.0,26521.132,8205.3799,0,High Profit Buyers
45,45,Ellis Ballard,30,36.666666666666664,21985.89694,5848.74774,0,High Profit Buyers
46,46,Arthur Prichep,37,43.24324324324324,18545.9403,3137.6156,0,High Profit Buyers
47,47,Scott Williamson,38,52.63157894736842,17045.5447,1044.1871999999998,3,Frugal Frequent Buyers
48,48,John Huston,38,39.47368421052632,25945.7315,5395.8237,0,High Profit Buyers
49,49,Lena Creighton,36,58.33333333333334,18886.9004,1172.5113000000003,3,Frugal Frequent Buyers
50,50,Trudy Glocke,41,43.90243902439025,18880.3103,3096.2398,0,High Profit Buyers
51,51,Harold Ryan,24,50.0,10029.09236,1456.03576,1,Bargain Hunters
52,52,Deirdre Greer,34,32.35294117647059,16713.74,2374.3181,2,The Reliable Middle
53,53,Sheri Gordon,30,30.0,13816.9473,2338.9888,2,The Reliable Middle
54,54,Fred Hopkins,36,38.88888888888889,30400.67452,4609.29112,0,High Profit Buyers
55,55,Guy Phonely,32,31.25,15403.832,1250.1096,2,The Reliable Middle
56,56,Mitch Webber,36,44.44444444444444,23068.5783,4086.5403,0,High Profit Buyers
57,57,Patrick O'Brill,42,45.23809523809524,26707.4562,3778.3637,0,High Profit Buyers
58,58,Chuck Sachs,30,40.0,22755.44428,2943.10958,0,High Profit Buyers
59,59,Keith Dawkins,38,36.84210526315789,26451.2631,5486.1725,0,High Profit Buyers
60,60,Michael Stewart,31,41.935483870967744,17865.2162,1247.3462000000002,3,Frugal Frequent Buyers
61,61,Kimberly Carter,25,40.0,13923.12304,2144.96274,2,The Reliable Middle
62,62,Denny Blanton,27,59.25925925925925,16632.63866,1958.55586,1,Bargain Hunters
63,63,Jonathan Doherty,38,34.21052631578947,19481.75822,1726.79102,3,Frugal Frequent Buyers
64,64,Dave Kipp,39,46.15384615384615,19452.4072,4080.5637,0,High Profit Buyers
65,65,Cari Sayre,34,50.0,22064.3646,2915.3282,0,High Profit Buyers
66,66,Evan Minnotte,26,38.46153846153846,19673.67566,3647.45576,0,High Profit Buyers
67,67,Dianna Wilson,35,31.428571428571427,23454.9616,5029.0892,0,High Profit Buyers
68,68,Alan Schoenberger,35,40.0,21836.4137,2503.6348,0,High Profit Buyers
69,69,Shui Tom,38,39.47368421052632,15007.27106,2234.1029599999997,3,Frugal Frequent Buyers
70,70,Barry Weirich,22,54.54545454545454,17436.5359,3695.4033,1,Bargain Hunters
71,71,Laura Armstrong,46,34.78260869565217,27862.4419,3962.3098,0,High Profit Buyers
72,72,Aimee Bixby,28,46.42857142857143,16201.1746,2926.3543,2,The Reliable Middle
73,73,Christopher Martinez,28,46.42857142857143,22463.58392,3010.03432,0,High Profit Buyers
74,74,Bobby Elias,37,51.35135135135135,18411.92896,3789.15606,0,High Profit Buyers
75,75,Sam Zeldin,41,51.21951219512195,16356.526,2915.8473,3,Frugal Frequent Buyers
76,76,Raymond Messe,32,50.0,18317.12712,1855.40302,3,Frugal Frequent Buyers
77,77,Harry Greene,39,43.58974358974359,24216.45252,-291.49227999999994,3,Frugal Frequent Buyers
78,78,Andy Reiter,21,33.33333333333333,8545.5505,3139.0833,2,The Reliable Middle
79,79,Tom Prescott,24,45.83333333333333,12877.67182,346.1872200000001,1,Bargain Hunters
80,80,Anne McFarland,36,38.88888888888889,25522.3345,3238.5851,0,High Profit Buyers
81,81,Alejandro Ballentine,39,46.15384615384615,15466.2184,758.6139,3,Frugal Frequent Buyers
82,82,Rachel Payne,32,56.25,14999.9289,1902.7221,3,Frugal Frequent Buyers
83,83,Berenike Kampe,28,39.28571428571429,13586.25136,2447.6789599999997,2,The Reliable Middle
84,84,Janet Martin,28,53.57142857142857,18018.66282,1664.65432,1,Bargain Hunters
85,85,Lindsay Williams,33,42.42424242424242,10981.6205,1486.9264,2,The Reliable Middle
86,86,Nick Zandusky,29,41.37931034482759,20270.28212,2091.27572,2,The Reliable Middle
87,87,Stuart Van,32,46.875,22304.41318,978.6733800000002,3,Frugal Frequent Buyers
88,88,Steve Chapman,39,51.28205128205128,23399.9425,2165.6836,3,Frugal Frequent Buyers
89,89,Noah Childs,30,40.0,17343.83758,2262.91458,2,The Reliable Middle
90,90,Natalie Fritzler,40,55.00000000000001,31781.2585,1542.8211,3,Frugal Frequent Buyers
91,91,Paul MacIntyre,31,51.61290322580645,14342.4504,1178.3952,1,Bargain Hunters
92,92,Maria Zettner,30,43.33333333333334,17958.1603,2254.5034,3,Frugal Frequent Buyers
93,93,Henry MacAllister,33,45.45454545454545,17128.0896,2673.3391,3,Frugal Frequent Buyers
94,94,Rick Wilson,32,46.875,25122.1225,5177.4288,0,High Profit Buyers
95,95,Logan Haushalter,37,56.75675675675676,17292.2398,1519.531,3,Frugal Frequent Buyers
96,96,Khloe Miller,32,59.375,10973.8066,847.8977,1,Bargain Hunters
97,97,Adam Bellavance,40,42.5,20186.7784,4979.9769,0,High Profit Buyers
98,98,Dave Brooks,34,55.88235294117647,25547.16966,3652.36086,0,High Profit Buyers
99,99,Valerie Mitchum,37,54.054054054054056,14567.10032,-1645.79878,3,Frugal Frequent Buyers
100,100,Don Miller,25,48.0,11831.64768,-273.41551999999984,1,Bargain Hunters
101,101,Neoma Murray,28,46.42857142857143,13869.136,3142.6994999999997,2,The Reliable Middle
102,102,Rose O'Brian,37,45.94594594594595,21913.5415,868.8819,3,Frugal Frequent Buyers
103,103,Sarah Brown,36,47.222222222222214,22302.89772,1668.65412,3,Frugal Frequent Buyers
104,104,Erin Mull,26,30.76923076923077,15321.55558,3939.46018,2,The Reliable Middle
105,105,Roland Schwarz,31,38.70967741935484,15106.27128,3472.16638,2,The Reliable Middle
106,106,Odella Nelson,35,48.57142857142857,19271.70624,2783.30724,3,Frugal Frequent Buyers
107,107,Vivek Sundaresam,19,52.63157894736842,11411.989,1586.6187,1,Bargain Hunters
108,108,Chad McGuire,23,30.434782608695656,16565.3193,2442.3472,2,The Reliable Middle
109,109,Tom Boeckenhauer,35,51.42857142857142,24479.311,4196.3499,0,High Profit Buyers
110,110,Adrian Barton,40,60.0,25123.18,6417.2845,0,High Profit Buyers
111,111,Don Weiss,24,58.33333333333334,14383.002,425.70920000000007,1,Bargain Hunters
112,112,Penelope Sewall,31,32.25806451612903,30081.6754,4338.8111,0,High Profit Buyers
113,113,Christopher Conant,38,36.84210526315789,35187.0764,5603.3337,0,High Profit Buyers
114,114,Toby Carlisle,32,46.875,20122.8061,1497.4768,3,Frugal Frequent Buyers
115,115,Gary McGarr,32,37.5,16517.67788,1665.01388,2,The Reliable Middle
116,116,Michael Moore,38,42.10526315789473,21733.684,2058.909,3,Frugal Frequent Buyers
117,117,Julie Kriz,32,40.625,15647.78664,1894.19924,2,The Reliable Middle
118,118,Don Jones,38,28.947368421052634,21396.9779,4310.462,0,High Profit Buyers
119,119,Alyssa Tate,35,40.0,14942.2985,2795.5313,3,Frugal Frequent Buyers
120,120,Aaron Bergman,37,43.24324324324324,24644.6275,4683.208,0,High Profit Buyers
121,121,Resi Pölking,39,46.15384615384615,22050.8875,1068.3838,3,Frugal Frequent Buyers
122,122,Max Jones,29,58.62068965517241,16484.553,2437.6299,1,Bargain Hunters
123,123,Paul Van Hugh,33,39.39393939393939,18931.297,4055.5694,0,High Profit Buyers
124,124,Sean Braxton,25,44.0,20513.9368,-1896.9793,1,Bargain Hunters
125,125,Sally Matthias,29,48.275862068965516,13063.9675,1528.3608,1,Bargain Hunters
126,126,Katharine Harms,38,39.47368421052632,18416.8525,3611.0256,0,High Profit Buyers
127,127,Mike Pelletier,41,53.65853658536585,24214.4268,532.5997000000001,3,Frugal Frequent Buyers
128,128,Lisa Hazard,21,33.33333333333333,9162.9978,1338.0789,2,The Reliable Middle
129,129,Natalie DeCherney,28,46.42857142857143,13703.38482,2620.28132,2,The Reliable Middle
130,130,Corey Roper,36,41.66666666666667,22351.10268,2345.12208,0,High Profit Buyers
131,131,Greg Matthias,36,63.888888888888886,13601.01144,-1337.92006,3,Frugal Frequent Buyers
132,132,Ryan Akin,32,43.75,13740.6153,896.7278,3,Frugal Frequent Buyers
133,133,Bart Watters,44,50.0,32310.4465,3595.8859,0,High Profit Buyers
134,134,Roland Fjeld,24,37.5,13089.2177,1123.5285,2,The Reliable Middle
135,135,Anna Gayman,29,62.068965517241374,15391.967,923.0617,1,Bargain Hunters
136,136,Dario Medina,41,65.85365853658537,22299.98292,2306.92722,3,Frugal Frequent Buyers
137,137,Karen Daniels,30,43.33333333333334,24017.3275,2890.6947000000005,0,High Profit Buyers
138,138,Bill Eplett,42,35.714285714285715,28479.1674,7410.0053,0,High Profit Buyers
139,139,Sean O'Donnell,31,41.935483870967744,16366.44492,2407.04362,2,The Reliable Middle
140,140,Damala Kotsonis,41,53.65853658536585,20963.6977,2917.8505,3,Frugal Frequent Buyers
141,141,Liz Carlisle,29,48.275862068965516,20127.52582,2847.60982,3,Frugal Frequent Buyers
142,142,Claire Gute,23,47.82608695652174,14661.67402,2566.57842,1,Bargain Hunters
143,143,Toby Braunhardt,35,42.857142857142854,11701.33466,1247.46136,3,Frugal Frequent Buyers
144,144,Hunter Glantz,36,50.0,16214.4186,1532.9159,3,Frugal Frequent Buyers
145,145,Alan Dominguez,30,46.66666666666666,18539.7928,1539.9922,3,Frugal Frequent Buyers
146,146,Becky Pak,30,43.33333333333334,14806.92346,3576.20716,2,The Reliable Middle
147,147,Andrew Allen,24,54.16666666666666,19759.08278,2071.08818,1,Bargain Hunters
148,148,Rob Lucas,31,38.70967741935484,17287.05048,2703.98888,2,The Reliable Middle
149,149,Cindy Stewart,23,30.434782608695656,13429.7464,-6151.5581,2,The Reliable Middle
150,150,Scot Wooten,30,53.33333333333334,15478.59382,1948.35962,1,Bargain Hunters
151,151,Tom Ashbrook,29,41.37931034482759,40488.0708,6311.9791,0,High Profit Buyers
152,152,Yoseph Carroll,30,43.33333333333334,20164.3776,4347.1766,0,High Profit Buyers
153,153,Jill Matthias,29,37.93103448275862,14176.18,1716.7324,2,The Reliable Middle
154,154,Jason Fortune-,31,54.83870967741936,22816.1923,2692.5273,3,Frugal Frequent Buyers
155,155,John Lee,36,47.222222222222214,25982.318,2393.002,0,High Profit Buyers
156,156,Monica Federle,37,40.54054054054054,21942.8496,2573.3404,0,High Profit Buyers
157,157,Jim Epp,31,61.29032258064516,13949.5474,1371.9133000000002,1,Bargain Hunters
158,158,Christine Phan,34,44.11764705882353,25154.11928,1748.28138,3,Frugal Frequent Buyers
159,159,Eugene Hildebrand,44,54.54545454545454,22420.53362,1660.33082,3,Frugal Frequent Buyers
160,160,Nat Carroll,31,35.483870967741936,16613.30912,-460.8773799999999,2,The Reliable Middle
161,161,Joy Smith,32,68.75,20791.85098,-103.00052,3,Frugal Frequent Buyers
162,162,Alice McCarthy,35,37.14285714285714,18766.1566,2977.8524,0,High Profit Buyers
163,163,Jamie Frazer,35,40.0,20574.8755,1722.6054,3,Frugal Frequent Buyers
164,164,James Galang,40,40.0,21551.526,4549.1004,0,High Profit Buyers
165,165,Dennis Pardue,33,36.36363636363637,11658.9212,2688.1890000000003,2,The Reliable Middle
166,166,Alex Grayson,35,54.285714285714285,15067.05118,1006.97208,3,Frugal Frequent Buyers
167,167,Grace Kelly,28,50.0,19980.3709,3495.2934,0,High Profit Buyers
168,168,Neil Französisch,27,33.33333333333333,12649.9209,2920.0567,2,The Reliable Middle
169,169,Daniel Raglin,39,56.41025641025641,27929.86492,6103.97292,0,High Profit Buyers
170,170,Nona Balk,27,59.25925925925925,10081.8206,1453.4045,1,Bargain Hunters
171,171,Nathan Mautz,39,20.51282051282051,24276.9559,5789.1168,0,High Profit Buyers
172,172,Nora Paige,24,33.33333333333333,15710.88426,3035.66246,2,The Reliable Middle
173,173,Shahid Collister,40,50.0,17678.88424,1692.37974,3,Frugal Frequent Buyers
174,174,Pete Armstrong,27,48.148148148148145,10393.81376,1555.35456,1,Bargain Hunters
175,175,Rob Beeghly,30,50.0,11548.392,1495.9239,1,Bargain Hunters
176,176,Steven Roelle,35,37.14285714285714,19374.3,4387.3584,0,High Profit Buyers
177,177,Rick Huthwaite,30,40.0,13437.18096,1664.6644600000002,2,The Reliable Middle
178,178,Larry Hughes,27,59.25925925925925,8690.7402,641.2019000000001,1,Bargain Hunters
179,179,Ken Black,28,50.0,16602.5295,1351.0226,1,Bargain Hunters
180,180,Eleni McCrary,28,42.857142857142854,14582.60704,1897.36954,2,The Reliable Middle
181,181,Mary Zewe,33,48.48484848484848,16577.13784,1883.04214,3,Frugal Frequent Buyers
182,182,Denise Monton,31,51.61290322580645,22053.3105,-2597.8029,3,Frugal Frequent Buyers
183,183,Carol Adams,33,48.48484848484848,23993.6624,3279.0813,0,High Profit Buyers
184,184,Sean Christensen,33,42.42424242424242,20903.902,462.2787,3,Frugal Frequent Buyers
185,185,Mick Hernandez,33,48.48484848484848,13277.807,1488.1886,3,Frugal Frequent Buyers
186,186,Karen Seio,24,37.5,5324.97318,1113.68218,2,The Reliable Middle
187,187,Bruce Geld,26,38.46153846153846,15381.7965,1426.6284,2,The Reliable Middle
188,188,Christy Brittain,26,42.30769230769231,13938.11536,2087.08366,2,The Reliable Middle
189,189,Anne Pryor,25,40.0,16361.7603,2992.7651,2,The Reliable Middle
190,190,Cyra Reiten,29,31.034482758620687,15658.56256,3312.72046,2,The Reliable Middle
191,191,Bart Folk,26,50.0,13942.7317,2084.5089,1,Bargain Hunters
192,192,Janet Molinari,33,39.39393939393939,16168.4657,2780.094,2,The Reliable Middle
193,193,Tamara Willingham,32,37.5,14255.0056,3275.0801,2,The Reliable Middle
194,194,Randy Bradley,37,37.83783783783784,22898.02462,4151.35242,0,High Profit Buyers
195,195,Joseph Airdo,32,53.125,18162.6977,842.33,3,Frugal Frequent Buyers
196,196,Jim Radford,23,34.78260869565217,15923.1256,-760.4169,2,The Reliable Middle
197,197,Maribeth Dona,34,47.058823529411754,17829.52532,1230.63332,3,Frugal Frequent Buyers
198,198,Pete Kriz,32,53.125,18661.6945,1664.5781,3,Frugal Frequent Buyers
199,199,Theone Pippenger,38,47.368421052631575,23959.02628,2073.88638,3,Frugal Frequent Buyers
200,200,Jim Kriz,30,50.0,13065.8795,2754.2758,1,Bargain Hunters
201,201,Carlos Daly,29,34.48275862068966,20117.9664,5028.9094,0,High Profit Buyers
202,202,Emily Phan,36,44.44444444444444,16771.30774,2103.96474,3,Frugal Frequent Buyers
203,203,Maxwell Schwartz,39,35.8974358974359,17921.49504,2851.78544,0,High Profit Buyers
204,204,Corinna Mitchell,30,46.66666666666666,15578.55668,-955.06242,1,Bargain Hunters
205,205,Julie Creighton,33,45.45454545454545,14994.04488,-1889.10592,3,Frugal Frequent Buyers
206,206,George Bell,29,44.827586206896555,12183.653,656.2901,1,Bargain Hunters
207,207,Justin Hirsh,40,42.5,23918.9014,3994.6644,0,High Profit Buyers
208,208,Michelle Tran,30,56.66666666666666,17772.3219,-1788.0442,1,Bargain Hunters
209,209,Cynthia Voltz,27,48.148148148148145,14852.9826,1910.1065,1,Bargain Hunters
210,210,Nicole Hansen,28,39.28571428571429,21303.4483,4075.4649,0,High Profit Buyers
211,211,Heather Jas,37,32.432432432432435,15434.0162,2618.261,2,The Reliable Middle
212,212,James Lanier,32,59.375,14852.96246,1701.17116,3,Frugal Frequent Buyers
213,213,Muhammed Yedwab,38,55.26315789473685,29642.66118,2642.65408,0,High Profit Buyers
214,214,Mitch Willingham,29,41.37931034482759,19003.8329,145.51290000000014,3,Frugal Frequent Buyers
215,215,Kelly Collister,30,46.66666666666666,19403.02326,2358.10316,3,Frugal Frequent Buyers
216,216,Helen Andreada,31,41.935483870967744,10411.0721,1561.1586,2,The Reliable Middle
217,217,Meg Tillman,33,51.51515151515152,15346.1068,793.4146000000001,3,Frugal Frequent Buyers
218,218,Fred Wasserman,33,27.27272727272727,18193.5591,1683.7904,2,The Reliable Middle
219,219,Brosina Hoffman,40,57.49999999999999,28120.621,4876.9398,0,High Profit Buyers
220,220,Dana Kaydos,27,48.148148148148145,19632.75916,1363.56276,1,Bargain Hunters
221,221,Sung Chung,28,50.0,11266.74502,1696.69872,1,Bargain Hunters
222,222,Craig Yedwab,34,50.0,14221.5023,1542.243,3,Frugal Frequent Buyers
223,223,Hunter Lopez,24,45.83333333333333,30243.56658,7816.567779999999,0,High Profit Buyers
224,224,Carol Triggs,28,39.28571428571429,14138.57504,2437.80334,2,The Reliable Middle
225,225,Georgia Rosenberg,30,50.0,13850.58654,496.27973999999995,1,Bargain Hunters
226,226,Ted Trevino,32,46.875,17245.3939,2320.3586,3,Frugal Frequent Buyers
227,227,Phillina Ober,29,51.724137931034484,19099.36688,-1026.1020199999998,1,Bargain Hunters
228,228,Emily Ducich,38,47.368421052631575,18544.353,2572.4465,3,Frugal Frequent Buyers
229,229,Tony Molinari,34,41.17647058823529,15971.8783,1500.9713,3,Frugal Frequent Buyers
230,230,Anthony Witt,31,48.38709677419355,15147.25552,1216.41202,3,Frugal Frequent Buyers
231,231,Annie Thurman,34,32.35294117647059,13387.7549,2659.7779,2,The Reliable Middle
232,232,Speros Goranitis,35,60.0,12944.60556,1541.10256,3,Frugal Frequent Buyers
233,233,Bryan Mills,43,37.2093023255814,20691.1949,2512.6168,0,High Profit Buyers
234,234,Dennis Kane,36,33.33333333333333,20105.314,2965.5079,0,High Profit Buyers
235,235,Phillip Flathmann,36,41.66666666666667,13389.4717,940.8555,3,Frugal Frequent Buyers
236,236,Toby Gnade,32,43.75,13019.6486,2986.457,2,The Reliable Middle
237,237,Sarah Foster,35,45.714285714285715,15652.9454,829.764,3,Frugal Frequent Buyers
238,238,Chad Cunningham,28,35.714285714285715,12520.17124,2622.62744,2,The Reliable Middle
239,239,Russell D'Ascenzo,33,42.42424242424242,15816.98032,1230.36572,3,Frugal Frequent Buyers
240,240,Charles Sheldon,32,46.875,20046.1943,4328.5768,0,High Profit Buyers
241,241,Julia Dunbar,26,42.30769230769231,11224.48096,564.90306,1,Bargain Hunters
242,242,Greg Hansen,37,45.94594594594595,13998.52062,1584.66962,3,Frugal Frequent Buyers
243,243,Carlos Meador,23,39.130434782608695,10148.3064,2206.362,2,The Reliable Middle
244,244,Rick Bensley,38,36.84210526315789,20853.6794,4066.46,0,High Profit Buyers
245,245,Ross Baird,40,40.0,19312.16934,2350.53014,3,Frugal Frequent Buyers
246,246,Dionis Lloyd,32,37.5,16645.788,1560.868,2,The Reliable Middle
247,247,Thomas Seio,35,42.857142857142854,14530.27092,2349.54862,3,Frugal Frequent Buyers
248,248,Mike Vittorini,35,40.0,19572.0756,1360.0398,3,Frugal Frequent Buyers
249,249,Brendan Dodson,24,29.16666666666667,10920.79974,2024.70374,2,The Reliable Middle
250,250,Pamela Stobb,33,39.39393939393939,17632.7514,1293.1114,3,Frugal Frequent Buyers
251,251,Filia McAdams,36,50.0,17289.0118,1394.0246,3,Frugal Frequent Buyers
252,252,Cynthia Arntzen,29,51.724137931034484,19836.361,3891.2645,0,High Profit Buyers
253,253,Cynthia Delaney,30,46.66666666666666,14498.9025,2154.3027,2,The Reliable Middle
254,254,Nancy Lomonaco,27,48.148148148148145,10838.6528,-566.9291000000001,1,Bargain Hunters
255,255,Ted Butterfield,32,40.625,16026.84872,1559.26902,2,The Reliable Middle
256,256,Ken Brennan,36,27.77777777777778,11463.6947,1046.2451,2,The Reliable Middle
257,257,Katrina Willman,26,61.53846153846154,15747.2556,3107.0106,1,Bargain Hunters
258,258,Maureen Gnade,32,46.875,18326.2228,845.6976000000001,3,Frugal Frequent Buyers
259,259,Harry Marie,41,46.34146341463415,28476.9376,6958.2864,0,High Profit Buyers
260,260,Beth Paige,32,62.5,12832.23978,1958.09908,1,Bargain Hunters
261,261,Henia Zydlo,27,62.96296296296296,12486.8208,741.4829000000001,1,Bargain Hunters
262,262,Tamara Chand,35,31.428571428571427,37457.333,8672.8989,0,High Profit Buyers
263,263,Elizabeth Moffitt,32,50.0,14506.33616,1988.07236,3,Frugal Frequent Buyers
264,264,Bryan Spruell,29,31.034482758620687,17252.0658,2783.2074,2,The Reliable Middle
265,265,Dianna Vittorini,25,20.0,16948.69688,3342.72258,2,The Reliable Middle
266,266,Maria Bertelson,35,54.285714285714285,21603.93432,4622.34732,0,High Profit Buyers
267,267,Pauline Chand,21,52.38095238095239,10634.4953,833.3308999999999,1,Bargain Hunters
268,268,Christine Abelman,26,42.30769230769231,7802.29086,867.15866,1,Bargain Hunters
269,269,Karen Carlisle,34,44.11764705882353,10416.3223,1979.5,2,The Reliable Middle
270,270,Duane Benoit,23,56.52173913043478,13604.77684,1417.79834,1,Bargain Hunters
271,271,Scott Cohen,33,54.54545454545454,12532.7104,1222.6708,1,Bargain Hunters
272,272,Bradley Drucker,28,39.28571428571429,13141.8965,2381.066,2,The Reliable Middle
273,273,Becky Martin,34,55.88235294117647,27169.9827,-1096.9254,3,Frugal Frequent Buyers
274,274,Karl Braun,40,52.5,17500.47728,1785.86258,3,Frugal Frequent Buyers
275,275,John Murray,34,41.17647058823529,22386.2145,2318.1149,0,High Profit Buyers
276,276,Art Foster,36,58.33333333333334,20066.15728,2971.23478,3,Frugal Frequent Buyers
277,277,Shirley Jackson,27,40.74074074074074,13384.859,1581.8093,2,The Reliable Middle
278,278,William Brown,39,41.02564102564102,16887.1932,2547.9023,3,Frugal Frequent Buyers
279,279,Corey Catlett,29,55.172413793103445,17605.028,3003.011,3,Frugal Frequent Buyers
280,280,Brad Eason,26,50.0,18983.8353,978.0241,1,Bargain Hunters
281,281,Maribeth Schnelling,39,41.02564102564102,21682.5467,3529.3421999999996,0,High Profit Buyers
282,282,Nora Pelletier,33,51.51515151515152,16358.2832,1559.0269,3,Frugal Frequent Buyers
283,283,Robert Marley,26,38.46153846153846,12867.0545,2542.2423,2,The Reliable Middle
284,284,Skye Norling,30,30.0,14218.814,-2637.9805,2,The Reliable Middle
285,285,Christina DeMoss,29,37.93103448275862,17984.58838,2591.7817800000003,2,The Reliable Middle
286,286,Barry Gonzalez,34,44.11764705882353,20023.5634,1530.178,3,Frugal Frequent Buyers
287,287,Clay Cheatham,28,57.14285714285714,9342.05034,1524.54894,1,Bargain Hunters
288,288,Stewart Visinsky,33,45.45454545454545,17232.3651,2182.7873,3,Frugal Frequent Buyers
289,289,Helen Wasserman,35,40.0,18374.026,2555.1131,0,High Profit Buyers
290,290,Alejandro Savely,42,28.57142857142857,21118.32446,2533.56606,0,High Profit Buyers
291,291,Lela Donovan,37,37.83783783783784,16184.63858,1486.73868,3,Frugal Frequent Buyers
292,292,Neola Schneider,29,68.96551724137932,15797.14274,-687.4442600000001,1,Bargain Hunters
293,293,Craig Molinari,24,45.83333333333333,11230.8429,1210.3413,1,Bargain Hunters
294,294,Maureen Gastineau,37,54.054054054054056,20360.1221,741.1927000000001,3,Frugal Frequent Buyers
295,295,Dean Braden,32,65.625,14130.6169,1425.8078,1,Bargain Hunters
296,296,Cari Schnelling,29,41.37931034482759,12174.59882,1319.89432,2,The Reliable Middle
297,297,Greg Guthrie,31,51.61290322580645,13903.38476,1523.52326,1,Bargain Hunters
298,298,Brad Norvell,35,42.857142857142854,26201.95588,2124.05298,0,High Profit Buyers
299,299,Brian Stugart,31,45.16129032258064,22570.789,3612.8758,0,High Profit Buyers
300,300,Amy Cox,23,52.17391304347826,17152.987399999998,3980.4112,1,Bargain Hunters
301,301,Chloris Kastensmidt,43,60.46511627906976,14575.90484,965.81294,3,Frugal Frequent Buyers
